,Artist Name,Album,Track Name,Track Duration,Is_Explicit,Release Year,Lyrics
0,Drake,Her Loss,Rich Flex,239359,True,2022-11-04,"
Go buy a zip of weed, hit the club
Pay for 'bout ten niggas to get in
We crunk, lit, in this bitch, yeah
Know we walk around the world
Steppin', not givin a damn 'bout where our feet land at, yeah
Get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest
Put a nigga in the chicken wing, pussy

21, can you do somethin' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do somethin' for me? (21, 21)
Drop some bars to my pussy ex for me
Then 21 (21), can you do somethin' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than the plot
All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
You ain't ready to pull the trigger, don't clutch it
I know you on your period baby, can you suck it?
I'm a savage (21)
Smack her booty in Magic (21, 21)
I'll slap a pussy nigga with a ratchet (Pussy)
I might slap a tracker on his whip and get the addy (Pussy)
Don't call me on Christmas Eve, bitch, call your daddy (21)
Bitch, call your uncle (21), bitch, don't call me (21)
Always in my ear, your ho a flea (Fuck)
Why my opps be posting guns and only use they feet? (21)
Paid like an athlete, I got—
You might also like
All you hoes, all of you hoes need to remember who y'all talkin' to
It's a Slaughter Gang CEO
I got dick for you if I'm not workin', girl
If I'm busy then fuck no
You need to find you someone else to call
When your bank account get low, you need to find you someone—


Ayy, ayy, ayy, ayy, ayy
I'm on that Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit, ayy

Sticks and stones, chrome on chrome
That's just what a nigga on
Internet clones, got 'em kissin' through the phone
Pussies cliquin' up so they don't feel alone, ayy
Nan' nigga seein' me, I'm Young Money CMB
I used to roll with CMG, the house is not a BNB
The bad bitches waitin' on a nigga like I'm PND
I'm steady pushin' P, you niggas pushing PTSD
I told her ass to kiss me in the club, fuck a TMZ
I used to want a GMC, when Woe was doing B&E
We revvin' up and goin' on a run like we DMC
I layup with her for a couple days, then its BRB
You rappers love askin' if I fucked, when you know we did
When you know we did
She came in heels but she left out on her cozy shit
Ayy, I'm livin' every twenty-four like Kobe did
Shoutout to the 6ix, R.I.P to 8
Swear this shit is gettin' ate, I'm on ten for the cake
Get a lot of love from twelve, but I don't reciprocate
Fifty-one division stay patrollin' when it's late
21 my addy, so the knife is on the gate
All the dawgs eatin' off a Baccarat plate
Niggas see Drake and they underestimate
Take it from a vet', that's a rookie ass mistake, ayy
Ah, what, what
Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
On God
Boy, look, you the motherfuckin' man, boy, you, ooh
You is the man, you hear me?29Embed"
1,Drake,Her Loss,Major Distribution,170501,True,2022-11-04,"No, no, no, no, no, no
No, no, no, no, no
Major distribution, man, my label on my dick, for real
Fuckin' with your friend and she ain't tell you, y'all ain't shit, for real
I've been out here crushin' on success, now she my bitch, for real
You say I'm persuasive, girl, but you can't spell that shit, for real

Hmm, hmm, in this mansion, I'm Macaulay Culkin
Paid in full, I'm Mekhi Phif'
Know you're tired, we just did dinner for three hours
Lyin' to me all night
Buyin' BM's Benzes out of spite
Paid a hundred, ran up somethin' light
Simple price to keep 'em out my life
Booby Trap, we need a business office
Magic City need a business office
Twenty-nine, I keep a business office
I'm in love with Houston, Dallas, Austin
Tell your guys to hold off on thе team chains
Seem like they may need monеy for coffins
Cuban girl, her family grind coffee
Text me on the signal, don't call me
Hmm, hmm, major distribution, labels call me
Bad Bunny numbers, it's a robbery
Five-hundred million, just for Aubrey
Hmm, hmm, yeah, major distribution how I pop it
Mention me to be the hottest topic
Same place you singin', bitch, you shoppin'
You might also like
Okay, go stupid, go stupid
Go stupid, go stupid
Go stupid, go stupid
Okay, okay, go stupid, stupid
Go stupid, go stupid
Go stupid, go stupid
Go stupid, okay

Nigga tried to play this shit light, play it cool, play me like I'm sweet
Fuckin' on an opp nigga bitch, say she miss the golds in my teeth
4L shit, know we steppin', y'all should get to funeral preparin'
SF90, this is not McLaren, make an IG model run my errands
He gon' miss and we gon' spin his parents, stayed in Houston long as Steve Francis
Shoot his feet, got him doin' dances, wiggin' niggas like I played at Kansas
Ever seen somebody get shot? Lot of shit I seen before the top
I ain't tryna wrestle like The Rock, fuck the trish, I'd rather sip the wock
Lot of things I do to stay alive, everythin' except for call the cops
Savage still let his gun pop, FOX 5 gang, get you knocked
Major distribution, labels callin', Harry Styles numbers, it's a robbery
My niggas go in-Zayn to catch a body, we was face to face, you could've shot me

Okay, go stupid, go stupid
Go stupid, go stupid
Go stupid, go stupid
Okay, okay, go stupid, stupid
Go stupid, go stupid
Go stupid, go stupid
Go stupid, okay11Embed"
2,Drake,Her Loss,On BS,261543,True,2022-11-04,"Yeah, woah, woah, woah

I had to cut some niggas off, they didn't mean me no good
I come from the ghetto, so my trunk is in my hood
She wouldn't wear no panties 'round me even if she could
Gave out plenty spankings 'til they got it understood
Fuck the nosebleeds, baby, come sit on this wood
If you know it's tension, don't come 'round me like it's good
I got street smarts and you can't get this out no book
I can't right my wrongs, but I can still write these hooks
Oh, time to get exposed
You ain't been from 'round here, nigga, come get off your show
Savage said you pussy and he hit it on the nose
But that board is opеn, why you actin' like it's closed?
I don't know
Y'all be goin' in and out rеcessions
The same way that I be goin' in and out of Texas
Or in and out my sessions, or in and out her best friends
Or in and out these courtrooms, my lawyer like, ""Objection""
Yeah, woah, woah
All my bitches Spanish, boricua
Water on my neck, these diamonds came with coral reefer
She from overseas, I had to buy her a new visa
Met your wife in Vegas, but I hit her in Ibiza
She a supermodel, so she only eatin' Caesar
Used to date a rapper, but he acted like a diva
Niggas hustlin' backwards, out here ballin' with the reup
Popped an Adderall, I feel like I can lift a tree up
Seen too many cameras, so I never lift my ski up (Yeah)
I jump on your song and make you sound like you the feature
I jump on your song and make a label think they need ya, for real (Yeah)
You might also like
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit, we on all the bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay, okay)
On that bullshit (Okay), on that bullshit (Yeah)
On that bullshit (Okay), on that bullshit (Okay)
All the bullshit

Damn, maybe I should do a twenty, maybe I should break that twenty, do a ten
Maybe I should break that ten, do a five, then if it gets live, do a five again
If he held his tongue on that live, he'd be alive again, damn
My uncle's sister know she raised a real one, ill one
It's been thirty minutes, I don't feel nothin'
Oh shit, wait a minute, think I'm startin' to feel somethin'
Where you get this motherfuckin' pill from?
Heard they got some sanctions on my name
Heard they plottin' on my name, heard they bankin' on my name
I got Lita in this bitch and he might spank it on a lane
I'm just— what? In the cut, throwin' Franklins on her frame
I'm a— ayy, I'm a gentleman, I'm generous
I blow a half a million on you hoes, I'm a feminist
I never put no prices on no beef until we end this shit
I pay a half a million for his soul, he my nemesis
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay)
On that bullshit, we on all the bullshit (Okay)
On that bullshit (Okay), on that bullshit (Okay, okay)
On that bullshit (Okay), on that bullshit (Yeah)
On that bullshit (Okay), on that bullshit (Okay)
All the bullshit

Nah, I'm on, it's midnight, I don't care
Nothing's happening on a Wednesday, I don't care, I'm on
I'm looking for the smoke
This guy sitting front row, man, poof, who needs that?
Let me put my window down, I need fresh air
We don't want that, we want bars
The reason why we listen to 21 and The Boy
That's what we do in Paris, we don't do Fashion Week
Fashion Week, it's for the last decade, it's not for us
It's about the lights, the lights that we put on in the city
The lights of the Eiffel Tower
I'm in charge of it, I'm the one who's putting it on every day
And you try to flex next, next to me on the red light with your ugly, whatever, flexing, most expensive car, V12
I drive a four-cylinder, I come from nothing, but I'm doing something and you cannot catch my drive
As fast as you try to go, you will never catch me, man
There is only one way, and this way I'm driving, nobody can do it
I'm Birdman, that's who I am
In Paris
Brrt, brrt5Embed"
3,Drake,Her Loss,BackOutsideBoyz,152961,True,2022-11-04,"BackOutsideBoyz, totin' a seventy on the strip, I’m ready to die (Die)
Cuttin' the traction, bendin' the corner, bet I make shit glide (Shh)
Tried to bring the drama to me, he ain’t know how we cha-cha slide (Yeah)
I'll never lose sleep over no bitch, way too much pride (Yeah, yeah, yeah)
Fill it up in a briefcase, split this shit with the vibes (Yeah, yeah, hm, hm, hm)

Breakin' a Brink's truck, my right wrist Van Cleef (Cleef)
I spent days in the East tryna figure if I'm geeked ('Kay)
This bitch tweakin', talked too much while I was geeked, blew my peak (Brr)
Fuckin' rap niggas’ hoes, I’m on the street, this shit sweet (Hey)
I went half a million on rosé, did four million on my ice (Hey, hey)
Couple million on my cars, I went Tyson, I'm too nice (Hey, hey)
Nigga stopped me on the street, wanted to talk, so he asked my price (Yeah, hey, ’kay)
The number was high as me, I ain't gon' lie (Yeah, okay)
I was fuckin' with this lil’ woe, I think she bi (Bi)
Tweakin', the 6 God is comin' back (Brr)

BackOutsideBoyz, totin' a seventy on the strip, I'm ready to die (Okay)
Cuttin' the traction, bendin' the corner, bet I make shit glide (Hm)
Tried to bring the drama to me, he ain't know how we cha-cha slide (Hm, slide)
I'll never lose sleep over no bitch, way too much pride (Brr, brr)
Fill it up in a briefcase, split this shit with the vibes (Hm, hm, uh, hm, hm, let's go)
See Drake LiveGet tickets as low as $225You might also like
I don't know nothin' 'bout no crime or no news
I'm an owl, but I'll never tell you who (Who)
Wagon when she walk, she get on planes, it take up two (Go)
My member just got out, he still on papers, still'll shoot (Shoot)
Shoot, ayy (Shoot it up)
Still'll shoot (Shoot up, brrt, shit)
Love him, he stay down just like a root (Just like a root)
She a ten tryna rap, it's good on mute, yeah (It's good on mute, shh)
It's financial, girl, I got the loot, ayy, yeah (I got the loot)
For the bands, lil' bae, what you gon' do? Yeah (Oh, what you do?)
Tropicana, that shit there the juice, yeah (Juice)
I'm the president, some Secret Service shit, we down to dump (Brrt)
Yeah, who the president? I never voted once, ayy, yeah
If I did, I would vote Teanna Trump, ayy, yeah (Hm, go)
If you play with me, I'm backin' out that one (Backin' out that one)
I treat mil' tickets like a hundred racks (Let's go)
Tweakin', the 6 God is comin' back (Damn, damn, okay)

BackOutsideBoyz, totin' a seventy on the strip, I'm ready to die (Die)
Cuttin' the traction, bendin' the corner, bet I make shit glide (Shh)
Tried to bring the drama to me, he ain't know how we cha-cha slide (Yeah)
I'll never lose sleep over no bitch, way too much pride (Yeah, yeah, yeah)
Fill it up in a briefcase, split this shit with the vibes (Yeah, yeah, hm, hm, hm)7Embed"
4,Drake,Her Loss,Privileged Rappers,160821,True,2022-11-04,"Woah, woah, yeah
Look at me dead in my eyes, I know that you know that a nigga ain't lyin'
Too much respect, all of my shawty BDs, they know not to try it
Too much respect, I used to hand out CDs before they would buy it
Woah, she love me so much, it seem like she biased
Niggas don't know how I live, but that's 'cause they live at the Hyatt, ayy
4L step team steppin' on shit 'til it's quiet
He brought me the money sealed up, I still had to count it, I cannot just eye it

Woah, woah, woah
Yeah, let's have sex in the bank, tеll 'em to open the safе
I hate a privileged rapper who don't even know what it take
The diamonds, they hit like a rainbow, that's 'cause the necklace a Frank (Purr)
Woah, woah, woah
Yeah, let's have sex in The Nines (Let's do it)
Breakin' and bendin' her spine (Let's do it, let's do it)
I hate a privileged rapper that ain't had a hit since he signed (Let's do it)
Niggas be full of excuses, act like they takin' they time (For real, for real)

Woah, woah, woah
Look at me dead in my eyes, you see all the times that I had to go slide (21)
Too many sticks, we go to war with whoever, ain't never been biased (Pussy)
Too many sticks, how was they your opps and none of 'em died? (Pussy)
Hol' up (21), hol' up (21), hol' up (21)
Why you pull up at one in the morning and sit on the edge of the bed? (For what?)
Textin' emojis, tongue out, eggplant, must've went over her head (21)
Catch him outside of the studio (Pussy), make him repeat what he said (Pussy, pussy)
Yeah, yeah, let's have sex in the car (On God)
The Maybach came with a bar (21)
I'm wipin' my dick with her bra (21, pew, pew, pew)
Sniped his ass, he got hit in the head from far (Pussy)
Opps gets undivided attention, I give them my all (On God)
How you come over to the spot when you know it's your time of the month? (How?)
Make a diss and see how fast you go from the booth to a blunt (Pussy)
She say she hungry, I gave her dick for brunch (On God)
Send me my whole fee, I don't do backends and fronts (21)
You might also like
No, no, no
Let's have sex in the bank, tell 'em to open the safe
I hate a privileged rapper who don't even know what it take
The diamonds, they hit like a rainbow, that's 'cause the necklace a Frank (Purr)
Woah, woah, woah
Yeah, let's have sex in The Nines (Let's do it)
Breakin' and bendin' her spine (Let's do it, let's do it)
I hate a privileged rapper that ain't had a hit since he signed (Let's do it)
Niggas be full of excuses, act like they takin' they time (For real, for real)5Embed"
5,Drake,Her Loss,Spin Bout U,214588,True,2022-11-04,"Lovin' tonight (Ooh)
Give me the feelin', so right (You gotta motherfuckin' feel this shit, boy)
Give me your lovin' (BanBwoi, I want your love)
Give me your lovin' (Woah, give me your lovin')

I got feelings for you
Hope you ain't lovin' the crew
How many bodies you got?
Pray it ain't more than a few
Know that you dealt with some lames
When you was young and in school
He had to pop your cherry
But I got it wet like a pool
She got a new G-Wag'
She wanna hit Highlight Room and show it off
Got a new body, girl, show it off
This a Brazilian, I know it's soft
Toned up and she got a six-pack
Look like she used to play volleyball
American Express, you can have it all
Code to the safe, you can have it all
Fuck your main pagе, what's your Finsta? I wanna know the real you
You started dancin' to pay your tuition, girl, I wanna know what you been through
You want a boutiquе or you wanna sell hair, just let me know what you into
If you out in public and he want your number, just tell him, ""My nigga'll spin you""
You might also like
The way you make me feel these days
Somethin' gettin' dropped for you, baby girl
Smoke a nigga top for you, baby girl
Burn somebody block for you
The way you make me feel these days
Comin' out my body for you, baby girl
Wipe him like he snotty for you, baby girl
Comin' out my body for you

Damn, just turned on the news and seen that men who never got pussy in school
Are makin' laws about what women can do
I gotta protect ya, I'm a made man, tied in, all the way, baby
So I gotta respect ya
Niggas put hands on you in the past, insecure because your body is precious
Four words when I think about them is crusty, musty, dusty, rusty
Eight words when I think about us is fuck me, fuck me, fuck me, fuck me
Disrespect ya and I'll smack 'em
The texts that you send in captions
The videos we got ever leak, we goin' viral or goin' platinum
Don't worry 'bout your friend's story when I had her alone
She gon' try and put some extras on it, take you out of your zone
You know how it goes when they can't get a reservation up in Carbone
They gon' tell you it's a chill night, tell you how they'd rather stay home, yeah
Jealous-ass hoes, yeah
And I know what I said 'bout bein' in Vogue
But just like that R&B group from the '90s
Girl, one call, I'll get you in Vogue
One call, you in runway shows
One call, I'm sittin' front row
One wrong call from your ex nigga sayin' dumb shit'll get him sent home
One call and my niggas ten toes
Down to go wherever I say go
Even if we gotta travel 'cross the globe
Down to take you to the end of the road, for real
The way you make me feel these days
Somethin' gettin' dropped for you, baby girl
Smoke a nigga top for you, baby girl
Burn somebody block for you
The way you make me feel these days
Comin' out my body for you, baby girl
Wipe him like he snotty for you, baby girl
Comin' out my body for you

Want ya, I want-want ya
Oh, your lovin' so deep (Feelin' so deep)
Want ya, I want-want ya
Give me your lovin' (Feelin' so deep)5Embed"
6,Drake,Her Loss,Hours In Silence,399153,True,2022-11-04,"Leave your phone, come to mine
You'll catch a hint in due time
I think, think that I
Could fuck the idea of him outta your mind
He said he rap, he ain't signed, that ain't a good sign
Change your mind, good conversation and some rosé wine
Unless there's some other things you gotta mind
You mind me, ayy, ayy
The smoke got me talkin' in Dutch
A pill in Ibiza, so what?
She leanin' on me, I'm her crutch
She creamin' on me, I'm her crush
Her photos don't need a retouch
She askin' why haven't I nut
I didn't know we in a rush
Enjoyin' the moment, so hush
My album was payin' her bills
I don't еven need a deluxe
Hеr stomach is flat as fuck
She still fit that shit in her gut somehow
The fat musta went in her butt somehow
I don't even ask her what's up
She sayin' that shit is natural
Don't care if she makin' it up
I never put you in no Uber, girl
I'm always gon' send you a truck
I'm always gon' keep it a buck
You give me that shit and I'm stuck
You might also like
.30 on my waist
'Cause a lotta broke niggas 'round the way ridin' 'round town
And they lookin' for my face
Gotta pray to God above you, girl, you know that Savage love you
And I hope that you feel the same
Tryna be the one for you, but my nickname true
And I hope that I can change
Girl, you know that Savage love you, girl, you know that Savage love you

Gotta turn my bitch up, turn my bitch up
Turn my bitch up, turn my bitch up
Turn my bitch up, turn my bitch up
Turn my bitch up, turn my—
Know I gotta turn my bitch up, turn my bih, T-T
Turn my bih, T-T, turn my bih
Gotta turn my bitch up, turn my— (Ayy)

I gotta stop goin' Van Cleef, condo, third week
I like it, but I'm too geeked, tryna turn you up
I gotta stop goin' Lenci', Rollie, first week
You're misreadin' me, I'm too geeked, tryna turn you up
You were lost until me
I didn't get no finder's fee
You're actin' like a bride-to-be
Behind closed doors, slimin' me
Friends are all advisin' me
Sayin' I could die tryna turn you up
There's three sides to this story, girl
The one you subtweet
The one your group chat gets to read
The one you come and tell to me
I understand it finally
I'm tryin' to give you highs and you're plannin' our goodbyes
But I turn you up
It's my fault
Burnin' cash like it's lit on fire
Penthouse and some new attire
I fulfilled all of your desires
You don't work, but you act retired
'Cause you know that you're mine and it's my fault
It's my fault, it's my fault, for once I take accountability
It's my fault that you got superpowers on your knees
It's my fault for once, don't keep you grounded on your feet
It's my fault for once, I drain accounts to make you love me
It's my fault for once, it's one-sided loyalty
My fault for once, I'm payin' lawyer fees
Doin' things just to set you free, see you breathe
It's my fault for once, I got the Wagon, G
Got you ridin' 'round with niggas that are nothin' like me
It's my fault for once, that's how you make it seem
It's my fault, it's my fault
You were lost until me
You were lost until me, mm-mm, mhm-mm
You were lost until me

My confidence is super low
Baby M, you know I got a heart of gold
You pawned that shit and hit the road, baby
For goodness sakes, at this rate
Your funeral is finna have like ten caskets on display
One for you, the other nine for everything you're takin' to the grave
You don't play, you don't, you don't, you
You don't play no games
There's three things I learned from love for free
Only thing really worth chasing is a dream
People don't know you play your roles on screen
Messy, started gettin' trendy, gotta keep it clean
You know I keep it clean
Clean as I can
All weapons formed against me gotta jam
Brought you 'round the dawgs, treat you like the fam'
Shoulda been a wham, bam, thank you ma'am
Know you got my confidence on sale
Case you wanna feel better 'bout yourself
You were lost until me
You were lost until me6Embed"
7,Drake,Her Loss,Treacherous Twins,180098,True,2022-11-04,"Can we try to make up for the lonely daze?
I love you, baby, come with me (Yeah)
Tonight I'm gonna make you stay (Uh, yeah)

You my treacherous lil' twin, and you know that we locked in
And I love you like my kin, it's whatever for you
I go up and down that road, I go anywhere you go
When you tell me life is good, I want better for you (Yeah)

You my twin
You my twin, you my treacherous lil' twin
You my twin, you my treacherous lil' twin
You my twin, you my treacherous lil' twin

Yeah, fuck what they say
Fuck what they— (Uh, yeah) Fuck what they— (Uh, yeah)
Fuck what they say
Five hundrеd million out the face, feel like K.K. 
And I know thе city that we from not a safe place
But I know you ridin' with your twin 'til we fade away
We used to have nothin' to our names, still had great days
Always kept me umbrellaed up when the rain came
You tell me you want somethin', I would tell you, ""Same, same""
Now when we come through inside this bitch they gotta make way
Twistin' up my fingers for my twin
You was always on go for the drama, dawg
I would toe tag somebody for your mama, dawg
And they block disappeared, that's some karma, dawg
You say you a dawg, then ruff, nigga, I'm a dawg
When I need a friend, you my best friend
When I need a friend, you my only friend (Yeah)
You might also like
You my twin
You my twin, you my treacherous lil' twin
You my twin, you my treacherous lil' twin
You my twin (What?)
When I need a friend, you my only friend (Mhm)

Who can I depend on like you? No one (What?)
In the bed, she get wicked, with her parents she be wholesome (Woah)
I don't show ID at clubs, 'cause they know that I'm 21 (Woah, 21)
Who would do the things we do for each other? Nigga, no one (Woah)
Would you die for me?
Would you go at niggas necks like a tie for me?
Do the time for a crime you didn't do for me?
Or do a crime at a time when it was loose for me?

I wanna tell you how I feel when I'm loaded (Oh)
I would lay somethin' down for you
I would clear a whole town for you
Spray the whole hundred round for you
Twistin' all my fingers for my dawg

You my treacherous lil' twin, and you know that we locked in
And I love you like my kin, it's whatever for you
I go up and down that road, I go anywhere you go
When you tell me life is good, I want better for you (Yeah)
You my twin
You my twin, you my treacherous lil' twin
You my twin, you my treacherous lil' twin
You my twin, you my treacherous lil' twin6Embed"
8,Drake,Her Loss,Circo Loco,236795,True,2022-11-04,"One more—

I been blowin' through the money like it grow on trees
I been fuckin' on a French bitch, c'est la vie
I just put 'em on a jet, now they all Italian
Way I'm dressin' tell I been to a thousand islands
This bitch lie 'bout gettin' shots, but she still a stallion
She don't even get the joke, but she still smilin'
Every night late night like I'm Jimmy Fallon
Cro shoot from anywhere like he Ray Allen
Crodie, turn me up
Crodie, turn me up
Crodie, turn me up
Got a fur on in Tampa, got me burnin' up
Shorty say she graduated, she ain't learn еnough
Play your album, track one, 'kay, I heard enough
Girl, thе driver downstairs, better hurry up
Savage got a new stick he wanna dirty up
Touch down in NY, tear the Mercer up (One more—)
Ayy, Bottega shades with the grey tints
Introduce me to her nigga, yeah, it make sense
Gotta put her on the team, got a great bench
Linking with the opps, bitch, I did that shit for J Prince
Bitch, I did it for the mob ties
Feel like seventeen, two Percs, frog eyes
And I never been the one to go apologize
Me, I'd rather hit 'em up one more time
Ayy, known the girl for six months, dinner up at my place
But I got these diamonds on my neck, so it's a blind date
All my niggas on the roads raising up the crime rate
Your name not ringin' out here, it's on vibrate
And she took a score, now shorty gotta hydrate
And he did some dirt, now my crodie gotta migrate
Prolly won't see him for some years, when I do, though (One more—)
Turn me up
Crodie, turn me up
Crodie, turn me up
Ayy, Crodie, turn me
Ayy, yeah, what? Crodie, turn me, what?
You might also like
(21) In a droptop Benz like it's '03
(21) Had the shooters aim down from the nosebleeds
(21) Gotta get this passport, keep my nose clean (One more—)
Bitch tried to burn me up
Keep a Magnum tucked (Yeah)
I'll never slip (Never)
SF90 rims red like a poker chip (Pussy)
Rich as hell, still hood, in the Stroker's VIP (Pussy)
Pink slip in the glove for the ownership (21)
Limpin' with the .30 on like a broke hip (21)
Red flag giving blood on some donor shit (On God)
All the opps get a bullet on some Oprah shit (One more—)
Went from Angell Town Estate to a big estate
Prolly woulda had a zombie on me if I woulda stayed (21)
Still a caught a case if I woulda stayed (Facts)
I been thuggin' all my life, that's just how I play it (Facts)
Still posted in the A where niggas fear me
Still gotta see the Gunners win Premier League (21)
Still gotta keep a gun that's always near me
And I'm down to hit 'em up

One more time
Hit my line, you know that head was great
Oh, yeah, alright, don't do romancin'
One more time, you gotta run the fades
Oh, yeah, alright
One more time
One more—
One more—
One more time19Embed"
9,Drake,Her Loss,Pussy & Millions (feat. Travis Scott),242026,True,2022-11-04,"I been out late night creepin', tryna slide on bitches
Posted up with the militia
Niggas ain't switchin', mind on missions
Mind on pussy and millions, mind on pussy and millions
I'm tryna call a sex symbol to eat my kids up
They say more money, more problems (Will)
Bring on the problems (Will)
Bring on the problems (Will)
Bring on the motherfuckin' problems
They say more money, more problems
Bring on the problems
Bring on the problems
Bring on the motherfuckin' problems, ayy

Braided up at Matsuhisa
Hit 'em then I get amnesia
Life ain't gettin' any easier
Flaca, Flacasita
I know that I'm not in love, she don't love me either
It's just hard to find the love, this shit keep on gettin' deeper
Who said it's cheaper to keep her?
I'd rather release her
Body and give it away like a feature
You know the procedure
Niggas is praying to God so we stay with the sweeper
I'm reppin' 4L and my twinny so treacherous introduce y'all to the leader
You might also like
Come to me with all the smoke
I like the money, for sure
But I love the hustle the most
She pretty, she show off her toes
And my Pateks, they came with a pole
Know this money bring envy and jealousy
I'm like, ""Fuck it, I want me some more""
Hit her from the back, she bent up
Playin' with the money, get spent up
Chains on my neck, no Kente
You the type of girl I pay rent for
Suck it in the car, that's what the tint for
Bought me a plane, not a sprinter
Quarter-million dollars on her dental
She say I'm a stepper, but gentle

I been out late night creepin', tryna slide on bitches
Posted up with the militia
Niggas ain't switchin', mind on missions
Mind on pussy and millions, mind on pussy and millions
I'm tryna call a sex symbol to eat my kids up
They say more money, more problems (Will)
Bring on the problems (Will)
Bring on the problems (Will)
Bring on the motherfuckin' problems
They say more money, more problems
Bring on the problems
Bring on the problems
Bring on the motherfuckin'
Only signin' the gang
We the new Lucian Grainge
Bring on the rings (Yeah)
Her MJ thing, I'm talkin' a Brady thing
I'm off of the juice, never Canseco the mix
Rockin' the braids, not the twists
Full puff, he can't comb
Not actin' like Christians in here
But Christian Dior in they homes, the bigger we get
Gotta thank God for this, I got a lot that I give
I be handin' out gifts like the Christmas on twenty-fifth
Hidin' the twenties inside of the twenty-inch
Said I would buy the jet 'fore I could 'fford this shit
Now I got the jet, building the landing strip
In the back of the crib, I record the hits
In the front of the crib they valet the whips
(How many whips I need? Let's go)
Breakin', breakin' the records, more money, more problems
They come with the status
Runnin' through customs when you run the atlas
I got accustomed, accustomed the fastest
I'm talkin' 'bout fabrics, I'm talkin' 'bout mattress
I never sleep, though I sleep with a baddie
I'm movin' deep 'cause that's just how it's happenin' (Ooh)
If you come out, just be ready for action (La Flame)
Just needed some time
I settled my time, now they see the signs
You didn't leave me solo, right here, all alone
You held it down for me, right on my own (Ooh)
Young nigga get it, just try to get home
I got a rolodex all on my phone and it's still wrong
I been out late night creepin', tryna slide on bitches
Posted outside with militia
Niggas ain't switchin', mind on mission
Mind on pussy and billions, mind on pussy and billions
And you know I got a sex symbol, that eat my kids, uh
They say more money, more problems
Bring on the problems
Bring on the problems
Bring on the motherfuckin' problems
They say more money, more problems
Bring on the problems
Bring on the problems
Bring on the motherfuckin'—11Embed"
